ID,SKU,Manufacturer,Model,Variant,Network,Capacity,Color,Grade,Damages,Weight,Weight Unit
4668014,AIRPODSPROMAGSAFEWHITCD34Q,Apple,AIRPODS PRO WITH MAGSAFE CASE,MLWK3AM/A,194252721247,15776779,Unknown 34Q,CD Grade,"",,
4668015,AIRPODSPROMAGSAFEWHITCD2QH,Apple,AIRPODS PRO WITH MAGSAFE CASE,MLWK3AM/A,194252721247,15776779,Unknown 2QH,CD Grade,"",,
4668016,XBOXWIRELESSCTLR QAU-00011REDCD3D4,MICROSOFT STUDIOS,XBOX WIRELESS CTLR PULSE RED,QAU-00011,889842707106,15260924,Unknown 3D4,CD Grade,"",,
4668017,XBOXWIRELESSCTLR QAU-00011REDCD3CP,MICROSOFT STUDIOS,XBOX WIRELESS CTLR PULSE RED,QAU-00011,889842707106,15260924,Unknown 3CP,CD Grade,"",,
4668018,XBOXWIRELESSCTLR QAU-00011REDCD30C,MICROSOFT STUDIOS,XBOX WIRELESS CTLR PULSE RED,QAU-00011,889842707106,15260924,Unknown 30C,CD Grade,"",,
4668019,XBOXONEELITES23CUBLACCD2S0,MICROSOFT XBOX,XBOX ONE WIRELESS CTRL ELITE S2,FST-00001,889842196344,13702316,Unknown 2S0,CD Grade,"",,
4668020,XBOXONEELITES23CUBLACCD36T,MICROSOFT XBOX,XBOX ONE WIRELESS CTRL ELITE S2,FST-00001,889842196344,13702316,Unknown 36T,CD Grade,"",,
4668021,PS5DUALSENSEWRLCTRLWHITCD2UN,Sony,PlayStation 5 DualSense Wireless Controller (3005739) - White,3005739/CA,711719541226,14962193,Unknown 2UN,CD Grade,"",,
4668022,PS5DUALSENSEWRLCTRLWHITCD2UO,Sony,PlayStation 5 DualSense Wireless Controller (3005739) - White,3005739/CA,711719541226,14962193,Unknown 2UO,CD Grade,"",,
4668023,PS5DUALSENSEWRLCTRLWHITCD3B2,Sony,PlayStation 5 DualSense Wireless Controller (3005739) - White,3005739/CA,711719541226,14962193,Unknown 3B2,CD Grade,"",,
4668024,PS5DUALSENSEWLCTRLGREYCAMOCD3BK,Sony,PS5 DUALSENSE WIRELESS CTRL GREYCAMO,1000030606,711719554783,16489324,Unknown 3BK,CD Grade,"",,
4668025,PS5DUALSENSEWLCTRLGREYCAMOCD2VF,Sony,PS5 DUALSENSE WIRELESS CTRL GREYCAMO,1000030606,711719554783,16489324,Unknown 2VF,CD Grade,"",,
4668026,PS5DUALSENSEWLCTRLGREYCAMOCD2VB,Sony,PS5 DUALSENSE WIRELESS CTRL GREYCAMO,1000030606,711719554783,16489324,Unknown 2VB,CD Grade,"",,
4668027,PS5DUALSENSEWRCTRLGALPURPCD3B9,Sony,PS5 DUALSENSE WIRELESS CTRL GAL PURPLE,3006414,711719546795,15905711,Unknown 3B9,CD Grade,"",,
4668028,PS5DUALSENSEWRCTRLGALPURPCD2V4,Sony,PS5 DUALSENSE WIRELESS CTRL GAL PURPLE,3006414,711719546795,15905711,Unknown 2V4,CD Grade,"",,
4668029,WH1000XM5OVENCBTHEADPHONESILVCD2P6,Sony _,Sony WH-1000XM5 Over-Ear Noise Cancelling Bluetooth Headphones - Silver,WH1000XM5/S/CA,027242923249,16162186,Unknown 2P6,CD Grade,"",,
4668124,SONYWH1000XM5BHEADPHONEBLACCD333,Sony _,Sony WH-1000XM5 Over-Ear Noise Cancelling Bluetooth Headphones - Black,WH1000XM5/B/CA,027242923232,16162187,Unknown 333,CD Grade,"",,
4668126,SONYWH1000XM5BHEADPHONEBLACCD335,Sony,Sony WH-1000XM5 Over-Ear Noise Cancelling Bluetooth Headphones - Black,WH1000XM5/B/CA,027242923232,16162187,Unknown 335,CD Grade,"",,
4668128,SONYWH1000XM5BHEADPHONEBLACCD336,Sony,Sony WH-1000XM5 Over-Ear Noise Cancelling Bluetooth Headphones - Black,WH1000XM5/B/CA,027242923232,16162187,Unknown 336,CD Grade,"",,
4668130,SONYWH1000XM5BHEADPHONEBLACCD337,Sony,Sony WH-1000XM5 Over-Ear Noise Cancelling Bluetooth Headphones - Black,WH1000XM5/B/CA,027242923232,16162187,Unknown 337,CD Grade,"",,
4668137,STEALTH600GEN2MAXBLACCD3E9,Turtle Beach,Turtle Beach Stealth 600 Gen 2 Max Wireless Gaming Headset for PS5/PS4 - Black,TBS-3160-02/CA,731855031610,16531335,Unknown 3E9,CD Grade,"",,
4753401,MACBOOKAIRA1932128GBSPACC,Apple,"MacBook Air (13-inch, 2019)","A1932 (8GB RAM, 1.6GHz i5)",Wi-Fi,128GB,Space Grey,C Grade,Service Battery Warning,,
4753755,XBOXQAU-00065WLCTRLSHOCKBLUECD3CT,MICROSOFT STUDIOS,XBOX X WIRELESS CTRL SHOCK BLUE V2,QAU-00065,889842782721,16609481,Unknown 3CT,CD Grade,"",,
4753761,XBOXPCCONTROLLERUSBCABLECD,MICROSOFT STUDIOS,Xbox PC Controller with USB Cable,1V8-00001,889842657500,14998604,Unknown 3D7,CD Grade,"",,
4753793,PS5DUALSENSEWLCTRLWHITECD3C0,Sony,PS5 DUALSENSE WIRELESS CTRL WHITE REPLEN,1000039935,711719574293,17668451,Unknown 3C0,CD Grade,"",,
4753825,PS5DUALSENSEWLCTRLWHITCD2UR,Sony PlayStation,Sony 1000039935 PlayStation 5 DualSense Wireless Controller - White,1000039935/CA,711719574293,17668451,Unknown 2UR,CD Grade,"",,
4753829,PS5DUALSENSEWLCTRLRGPURPCD3AR,Sony PlayStation,Sony (1000039939) PlayStation 5 DualSense Wireless Controller - Galactic Purple,1000039939/CA,711719574330,17977846,Unknown 3AR,CD Grade,"",,
4754458,IPH16PRO128GBNTTIB,Apple,iPhone 16 Pro,A3292,Unlocked,128GB,Natural Titanium,B Grade,"",,
4754494,IPHONE16PROA3292128BLACTIA,Apple,iPhone 16 Pro,A3292,Unlocked,128GB,Black Titanium,B Grade,"",,
4754539,IPH11PRO256GBSPACB,Apple,iPhone 11 Pro,A2160,Unlocked,256GB,Space Grey,B Grade,"",,
4754540,IPH11PRO256GBSPACC,Apple,iPhone 11 Pro,A2160,Unlocked,256GB,Space Grey,C Grade,"",,
4754545,IPHONE11PROA2160256SPACC,Apple,iPhone 11 Pro,A2160,Unlocked,256GB,Space Grey,C Grade,"Battery Replaced, Important Display Message - Screen Replaced LCD",,
4754549,IPHONE13PROMAXA2644512SIERBLUEA,Apple,iPhone 13 Pro Max,A2644,Unlocked,512GB,Sierra Blue,A Grade,"",,
4754575,SWITCHOLEDHEG-00164GBWHITA,Nintendo,Switch - OLED Model,HEG-001,Wi-Fi,64GB,White,A Grade,"",,
4754619,MBP161916GBI726512GBSPACCD0002,Apple,"MacBook Pro (16-inch, 2019)","A2141 (16GB RAM, 2.6GHz i7)",Wi-Fi,512GB,Space Grey,CD Grade,"",,
4754620,MBP161916GBI726512GBSPACCD,Apple,"MacBook Pro (16-inch, 2019)","A2141 (16GB RAM, 2.6GHz i7)",Wi-Fi,512GB,Space Grey,CD Grade,LCD Blemish Light,,
4755231,NSWJOYCON123029UNKNB,Nintendo,NSW JOY-CON (L/R) NEON PINK / NEON GREEN,HACAJAHAA,045496881900,12302915,Unknown,B Grade,Untested - AS-IS - For Parts,,
4755232,SWITCHJOYCONNEONPINKGREENB,Nintendo,NSW JOY-CON (L/R) NEON PINK / NEON GREEN,HACAJAHAA,045496881900,12302915,Unknown,B Grade,"",,
4755479,GALAXYS24ULTRASMS928BDS512TITABLCA,Samsung,Galaxy S24 Ultra,SM-S928B/DS,Wi-Fi,512GB,Titanium Black,A Grade,"",,
4757068,QAU-00082XBOXWRCTRLDEEPPINKB,MICROSOFT XBOX,Microsoft QAU-00082 Xbox Wireless Controller - Deep Pink,QAU-00082/CA,889842875560,16057596,Unknown,B Grade,"",,
4758930,STEALTH600GEN2MAXBLACPR-317,TL,TB STEALTH 600X GEN 2 MAX MLTPLT HS BLK,7.31855E+11,731855023639,16206896,Unknown 317,PARTS & REPAIR,"",,
4758932,STEALTH600GEN2MAXBLACD-319,TL,TB STEALTH 600X GEN 2 USB WL HS BLACK,7.31855E+11,731855023738,16206895,Unknown 319,CD Grade,"",,
4758949,JBLLIVE660NCBLACCD2QT,JBL _,JBL JBLLIVE660NCBLKAM Live 660NC Over-Ear Noise Cancelling Bluetooth Headphones - Black,JBLLIVE660NCBLKAM/CA,050036379755,15446310,Unknown 2QT,CD Grade,"",,
4758955,PS5DUALSENSEWIRELESSCTRLMDNCD2VO,Sony,PS5 DUALSENSE WIRELESS CTRL MIDN BLACK,3006410,711719546757,15480210,Unknown 2VO,CD Grade,"",,
4759504,BUDSFE(SM-R400NZAAXAC)BLACCD2TN,Samsung,SAMSUNG BUDS FE BLACK,SM-R400NZAAXAC,887276791913,17301940,Unknown 2TN,CD Grade,"",,
4759623,YOGAPRO716GBRYZEN1TBGREYC,Lenovo,"Yoga Pro 7 (14-inch, 2023)","(16GB RAM, Ryzen 7 7735HS)",Wi-Fi,1TB,Grey,C Grade,"",,
4759624,YOGAPRO720231TBGREYB,Lenovo,"Yoga Pro 7 (14-inch, 2023)","(16GB RAM, Ryzen 7 7735HS)",Wi-Fi,1TB,Grey,B Grade,"",,
4759651,MBP161916GBI726512GBSPACCD0003,Apple,"MacBook Pro (16-inch, 2019)","A2141 (16GB RAM, 2.6GHz i7)",Wi-Fi,512GB,Space Grey,CD Grade,LCD Blemish Heavy,,
4759656,MACBOOKPRO512GSPACCD,Apple,"MacBook Pro (16-inch, 2019)","A2141 (32GB RAM, 2.6GHz i7)",Wi-Fi,512GB,Space Grey,CD Grade,LCD Blemish Heavy,,
4760362,IPH1164GBBLACC0002,Apple,iPhone 11,A2111,Unlocked,64GB,Black,C Grade,"Important Display Message - Screen Replaced LCD, Battery Replaced - 100% Health with Warning",,
4760363,IPH1164GBPURPC0002,Apple,iPhone 11,A2111,Unlocked,64GB,Purple,C Grade,"Important Display Message - Screen Replaced LCD, Battery Replaced - 100% Health with Warning",,
4760751,INSTAXMINI12BLUEPR,FUJIFILM,FUJIFILM INSTAX MINI 12 blue,600023522/CA,074101949902,17203715,Unknown,PARTS & REPAIR,Untested - AS-IS - For Parts,,
4762188,IPH1164GBPURPC,Apple,iPhone 11,A2111,Unlocked,64GB,Purple,C Grade,"Important Display Message - Screen Replaced LCD, Battery Replaced - 100% Health with Warning, Face ID Not working",,
4762192,IPHONE11A211164GBPURPCD3OO,Apple,iPhone 11,A2111,Unlocked,64GB,Purple,CD Grade,"Important Display Message - Screen Replaced LCD, Battery Replaced - 100% Health with Warning, Face ID Not working",,
4762355,LENO82R1ATHL167032UNKNCD,Lenovo,Lenovo 82R1006VUS Athlon 3050U/4/128 EN,82R1006VUS,196801480223,16703244,Unknown,CD Grade,Hinge Broken on Display,,
4765340,XBOXELITESERIES23T9CORECTRLWHITCT9,MICROSOFT XBOX,Xbox 4IK-00001 Elite Series 2 Core Wireless Controller for Xbox Series X|S / Xbox One - White,4IK-00001/CA,889842717068,16433594,Unknown 2t9,CD Grade,"",,
4765341,XBOXELITESERIES2CORECTRLWHITC390,MICROSOFT STUDIOS,Xbox Elite Series 2 Core Wireless Controller for Xbox Series X|S / Xbox One - White,4IK-00001,889842717068,16433594,Unknown 390,C Grade,"",,
4770315,IPH14PLUS128GBMIDNB0002,Apple,iPhone 14 Plus,A2632,Unlocked,128GB,Midnight,B Grade,"",,
4770318,IPH14PLUS128GBMIDNB,Apple,iPhone 14 Plus,A2885,Unlocked,128GB,Midnight,B Grade,"",,
4770321,IPHONE14PLUSA2885128GBMIDNBM,Apple,iPhone 14 Plus,A2885,Unlocked,128GB,Midnight,BM Grade,"",,
4773500,IPH13128GBMIDND,Apple,iPhone 13,A2631,Wi-Fi,128GB,Midnight,D Grade,"",,
4773501,IPHONE13A2631128GBMIDNA,Apple,iPhone 13,A2631,Wi-Fi,128GB,Midnight,A Grade,"",,
4774645,IPHONE13A2631128GBMIDNB,Apple,iPhone 13,A2631,Wi-Fi,128GB,Midnight,B Grade,"",,
4774655,IPH13128GBGREEBM,Apple,iPhone 13,A2482,Wi-Fi,128GB,Green,BM Grade,"",,
4774656,IPHONE13A2631128GBMIDNBM,Apple,iPhone 13,A2631,Wi-Fi,128GB,Midnight,BM Grade,"",,
4774752,IPH16E128GBWHITN,Apple,iPhone 16e,A3212,Unlocked,128GB,White,NEW,"",,
4774754,IPHONE16EA3212128GBWHITB,Apple,iPhone 16e,A3212,Unlocked,128GB,White,B Grade,"",,
4774759,IPADMINI664GBSTARA0002,Apple,iPad mini 6,A2568,Wi-Fi + Cellular,64GB,Starlight,A Grade,"",,
4774790,SAMS22128GBBLACB,Samsung,Galaxy S22,SM-A526,Unlocked,128GB,Black,B Grade,"",,
4774791,SAMA2132GBBLACB,Samsung,Galaxy A21,SM-A215W,Unlocked,32GB,Black,B Grade,"",,
4774793,IPADMINI6256GBSPACA0002,Apple,iPad mini 6,A2568,Unlocked,256GB,Space Grey,A Grade,"",,
4774794,IPADMINI6256GBSPACA,Apple,iPad mini 6,A2568,Wifi,256GB,Space Grey,A Grade,"",,
4774795,IPADMINI6A2568WIFI256GBGREYB,Apple,iPad mini 6,A2568,Wifi,256GB,Space Grey,B Grade,"",,
4774796,IPADMINI6A2568CELLULAR64GBSTARB,Apple,iPad mini 6,A2568,Wi-Fi + Cellular,64GB,Starlight,B Grade,"",,
4774798,GALAXYA21SM-A215W32GBBLACBM,Samsung,Galaxy A21,SM-A215W,Unlocked,32GB,Black,BM Grade,"",,
4774800,IPADMINI664GBSTARA,Apple,iPad mini 6,A2568,Wi-Fi,64GB,Starlight,A Grade,"",,
4774801,IPADMINI6A2568WIFI64STARLB,Apple,iPad mini 6,A2568,Wi-Fi,64GB,Starlight,B Grade,"",,
4775687,IPHONESE3RDGA259564BLACBM100%,Apple,iPhone 13,A2631,Wi-Fi 100%,128GB,Midnight,BM Grade,"",,
4776226,BOSE83120010148975UNKNCD,BOSE,Bose 831262-0010 QuietComfort Earbuds True Wireless Noise Cancelling In-Ear Earbuds,831262-0010/CA,Unknown (no sound),14897566,Unknown,CD Grade,"",,
4776478,SAMTABS10FE256GBGRAYPR,Samsung,Galaxy Tab S10 FE+,SM-X620,Wifi,256GB,Gray,PARTS & REPAIR,"",,
4776479,GALAXYTABS10FEPLUSSMX620256GREYA,Samsung,Galaxy Tab S10 FE+,SM-X620,Wifi,256GB,Gray,A Grade,"",,
4779383,BOSEHEAD700135953UNKNB,BOSE,BOSE HEADPHONES 700 NC BT OE HP BLK,BOSE HEADPH 700 BLK,017817796163,13595376,Unknown,B Grade,"",,
4781586,IPHONE14PROMAXA2561128GBSPACBLACC,Apple,iPhone 14 Pro Max,A2561,Unlocked,128GB,Space Black,C Grade,Important Display Message - Screen Replaced LCD,,
4797250,IPH16128GBWHITO,Apple,iPhone 16,A3286,Unlocked,128GB,White,OPEN BOX,"",,
4797251,IPHONE16A3286128BLACO,Apple,iPhone 16,A3286,Unlocked,128GB,Black,OPEN BOX,"",,
4797263,MBA13188GBI516128GBROSGCD,Apple,"MacBook Air (13-inch, 2018)","A1932 (8GB RAM, 1.6GHz i5)",Wi-Fi,128GB,Rose Gold,CD Grade,"",,
4797264,MBA13188GBI516128GBSPACCD,Apple,"MacBook Air (13-inch, 2018)","A1932 (8GB RAM, 1.6GHz i5)",Wi-Fi,128GB,Space Grey,CD Grade,"",,
4797266,MBA13188GBI516256GBSPACCD0003,Apple,"MacBook Air (13-inch, 2018)","A1932 (8GB RAM, 1.6GHz i5)",Wi-Fi,256GB,Space Grey,CD Grade,"",,
4797370,MACBOOKAIR256SPACCD,Apple,"MacBook Air (13-inch, 2018)","A1932 (8GB RAM, 1.6GHz i5)",Wi-Fi,256GB,Space Grey,CD Grade,LCD Blemish Heavy,,
4797374,MBP131716GBI523512GBSPACB,Apple,"MacBook Pro (13-inch, 2017)","A1708 (16GB RAM, 2.3GHz i5)",Wi-Fi,512GB,Space Grey,B Grade,"",,
4797375,MACBOOKPRO512SPACC00006,Apple,"MacBook Pro (13-inch, 2017)","A1708 (16GB RAM, 2.3GHz i5)",Wi-Fi,512GB,Space Grey,C Grade,"",,
4797379,MBP13178GBI523128GBSPACC,Apple,"MacBook Pro (13-inch, 2017)","A1708 (8GB RAM, 2.3GHz i5)",Wi-Fi,128GB,Space Grey,C Grade,"",,
4798278,MBP13158GBI526128GBSILVB,Apple,"MacBook Pro (13-inch, 2015)","A1502 (8GB RAM, 2.6GHz i5)",Wi-Fi,128GB,Silver,B Grade,"",,
4798289,MBP13158GBI526128GBSILVC,Apple,"MacBook Pro (13-inch, 2015)","A1502 (8GB RAM, 2.6GHz i5)",Wi-Fi,128GB,Silver,C Grade,"",,
4798292,MACBOOKPRO128SILVC00004,Apple,"MacBook Pro (13-inch, Mid-2014)","A1502 (8GB RAM, 2.6GHz i5)",Wi-Fi,128GB,Silver,C Grade,"",,
4798323,MBP13138GBI728256GBSILVB0002,Apple,"MacBook Pro (13-inch, Early 2013)","A1502 (8GB RAM, 2.8GHz i7)",Wi-Fi,256GB,Silver,B Grade,"",,
4798325,MBP13138GBI728256GBSILVB,Apple,"MacBook Pro (13-inch, Late 2013)","A1502 (8GB RAM, 2.8GHz i7)",Wi-Fi,256GB,Silver,B Grade,"",,
4798326,MACBOOKPRO256SILVC00006,Apple,"MacBook Pro (13-inch, Late 2013)","A1502 (8GB RAM, 2.8GHz i7)",Wi-Fi,256GB,Silver,C Grade,"",,
4798362,MBP13158GBI529256GBSILVB,Apple,"MacBook Pro (13-inch, Early 2015)","A1502 (8GB RAM, 2.9GHz i5)",Wi-Fi,256GB,Silver,B Grade,"",,
4798364,MACBOOKPRO256SILVC00007,Apple,"MacBook Pro (13-inch, Early 2015)","A1502 (8GB RAM, 2.9GHz i5)",Wi-Fi,256GB,Silver,C Grade,"",,
4798384,MBP13138GBI728256GBSILVCD0002,Apple,"MacBook Pro (13-inch, Late 2013)","A1502 (8GB RAM, 2.8GHz i7)",Wi-Fi,256GB,Silver,CD Grade,"",,
4798386,MBP13138GBI728256GBSILVCD,Apple,"MacBook Pro (13-inch, Late 2013)","A1502 (8GB RAM, 2.8GHz i7)",Wi-Fi,256GB,Silver,CD Grade,Bad Battery - Only works Plugged in,,
4798387,MACBOOKPRO128SILV3QF,Apple,"MacBook Pro (13-inch, Late 2013)","A1502 (8GB RAM, 2.4GHz i5)",Wi-Fi,128GB,Silver,CD Grade,Bad Battery - Only works Plugged in,,
4798502,MACBOOKAIR256SILVC00004,Apple,"MacBook Air (13-inch, 2015)","A1466 (8GB RAM, 1.6GHz i5)",Wi-Fi,256GB,Silver,C Grade,"",,
4798511,MACBOOKAIR256SILVBM00003,Apple,"MacBook Air (13-inch, 2015)","A1466 (8GB RAM, 1.6GHz i5)",Wi-Fi,256GB,Silver,BM Grade,"",,
4798525,MBA13154GBI516128GBSILVC,Apple,"MacBook Air (13-inch, 2015)","A1466 (4GB RAM, 1.6GHz i5)",Wi-Fi,128GB,Silver,C Grade,"",,
4798526,MACBOOKAIR128SILVBM,Apple,"MacBook Air (13-inch, 2015)","A1466 (4GB RAM, 1.6GHz i5)",Wi-Fi,128GB,Silver,BM Grade,"",,
4798566,MBA13158GBI516128GBSILVCD0002,Apple,"MacBook Air (13-inch, 2015)","A1466 (8GB RAM, 1.6GHz i5)",Wi-Fi,128GB,Silver,CD Grade,"",,
4798572,MBA13158GBI516128GBSILVCD,Apple,"MacBook Air (13-inch, 2015)","A1466 (8GB RAM, 1.6GHz i5)",Wi-Fi,128GB,Silver,CD Grade,LCD Blemish Light,,
4798574,MACBOOKAIR256SILVCD3QK,Apple,"MacBook Air (13-inch, 2015)","A1466 (8GB RAM, 1.6GHz i5)",Wi-Fi,256GB,Silver,CD Grade,LCD Blemish Light,,
4798823,PS5164893UNKNB,Sony,PS5 DUALSENSE WIRELESS CTRL GREYCAMO,1000030606,711719546795,16489324,Unknown,B Grade,"",,
4803564,SAMTABA864G159171UNKNN,Samsung,SAMSUNG GALAXY TAB A8 64GB GRAY,GALAXY TAB A8,887276606880,15917163,Unknown,NEW,"",,
4803568,SAMTABS10FE128GBGRAYN,Samsung,Galaxy Tab S10 FE+,SM-X620,Wi-Fi,128GB,Gray,NEW,"",,
4804047,IDEA315II8GBI3256GBBLACB,Lenovo,"IdeaPad 3-15IIL05 (15-inch, 2020)","(8GB RAM, i3-1005G1)",Wi-Fi,256GB,Black,B Grade,"",,
4804186,IDEAPAD315IIL058GBRAMi31005G1256OB,Lenovo,"IdeaPad 3-15IIL05 (15-inch, 2020)","(8GB RAM, i3-1005G1)",Wi-Fi,256GB,Almond,B Grade,"",,
4804435,MACBOOKAIR256SILVB00005,Apple,"MacBook Air (13-inch, 2017)","A1466 (8GB RAM, 1.8GHz i5)",Wi-Fi,256GB,Silver,B Grade,"",,
4804991,IPH14PROMAX1TBDPPUA,Apple,iPhone 14 Pro Max,A2894,Unlocked,1TB,Deep Purple,A Grade,"",,
4804992,IPH14PROMAX1TBDPPUB,Apple,iPhone 14 Pro Max,A2894,Unlocked,1TB,Deep Purple,B Grade,"",,
4804993,IPH11PROMAX64GBGOLDB,Apple,iPhone 11 Pro Max,A2161,Unlocked,64GB,Gold,B Grade,"",,
4804994,IPH11PROMAX64GBGOLDBM0002,Apple,iPhone 11 Pro Max,A2161,Unlocked,64GB,Gold,BM Grade,"",,
4804995,IPH11PROMAX64GBGOLDBM,Apple,iPhone 11 Pro Max,A2161,Unlocked,64GB,Gold,BM Grade,Battery Replaced - 100% Health with Warning,,
4804996,IPH11PROMAX64GBGOLDC0002,Apple,iPhone 11 Pro Max,A2161,Unlocked,64GB,Gold,C Grade,Battery Replaced - 100% Health with Warning,,
4804997,MBA13208GBI311256GBGOLDA,Apple,"MacBook Air (13-inch, 2020)","A2179 (8GB RAM, 1.1GHz i3)",Wi-Fi,256GB,Gold,A Grade,"",,
4805005,IPH11PROMAX64GBGOLDC,Apple,iPhone 11 Pro Max,A2161,Unlocked,64GB,Gold,C Grade,"",,
4808786,MACBOOKAIR256GOLDB00002,Apple,"MacBook Air (13-inch, 2020)","A2179 (8GB RAM, 1.1GHz i3)",Wi-Fi,256GB,Gold,B Grade,"",,
4808794,IPH16PROMAX256GBDSTIN,Apple,iPhone 16 Pro Max,A3295,Unlocked,256GB,Desert Titanium,NEW,"",,
4810077,ELITX228GBI5256GBSILVC,HP,"Elite X2 2-in-1 (13-inch, 2018)","(8GB RAM, i5 8365U)",Wi-Fi,256GB,Silver,C Grade,MDM Bypassed,,
4810095,ELITX228GBI5256GBSILVCD,HP,"Elite X2 2-in-1 (13-inch, 2018)","(8GB RAM, i5 8365U)",Wi-Fi,256GB,Silver,CD Grade,MDM Bypassed,,
4813849,SAMSMR530NZ179845UNKNCD,Samsung -,Samsung SM-R530NZAAXAC Galaxy Buds3 In-Ear Noise Cancelling True Wireless Earbuds - Silver,SM-R530NZAAXAC/CA,887276868066,17984586,Unknown,CD Grade,"",,
4813900,LOGIMXKEYS138912UNKNCD,LOGITECH,Logitech MX Keys Wireless Backlit Keyboard,920-009295/CA,97855152732,13891231,Unknown,CD Grade,"",,
4814347,IPADPRO11INC256GBSPACC,Apple,iPad Pro 11 inch 4th Gen,A2761,Wi-Fi & Cellular,256GB,Space Grey,C Grade,"",,
4814349,IPADPRO11INC64GBSPACC,Apple,iPad Pro 11 inch 1st Gen,A1980,Wi-Fi,64GB,Space Grey,C Grade,"",,
4822601,IPH11PRO64GBGOLDBM,Apple,iPhone 11 Pro,A2217,Unlocked,64GB,Gold,BM Grade,"",,
4822602,IPH11PRO64GBSPACBM,Apple,iPhone 11 Pro,A2217,Unlocked,64GB,Space Grey,BM Grade,"",,
4826311,MBP13208GBI514256GBSPACCD,Apple,"MacBook Pro (13-inch, 2020)","A2251 (8GB RAM, 1.4GHz i5)",Wi-Fi,256GB,Space Grey,CD Grade,Broken LCD,,
4853156,MBP142116GBM1PRO512GBSILVA0002,Apple,"Macbook Pro (14-inch, 2021)","A2442 (16GB RAM, M1 Pro 8C/14C GPU)",Wi-Fi,512GB,Silver,A Grade,"",,
4853192,MBP142116GBM1PRO512GBSPACA0002,Apple,"Macbook Pro (14-inch, 2021)","A2442 (16GB RAM, M1 Pro 8C/14C GPU)",Wi-Fi,512GB,Space Grey,A Grade,"",,
4853193,MBP142116GBM1PRO512GBSPACPR,Apple,"Macbook Pro (14-inch, 2021)","A2442 (16GB RAM, M1 Pro 8C/14C GPU)",Wi-Fi,512GB,Space Grey,PARTS & REPAIR,"",,
4853194,MACBOOKPRO2021512SPACPR3R5,Apple,"Macbook Pro (14-inch, 2021)","A2442 (16GB RAM, M1 Pro 8C/14C GPU)",Wi-Fi,512GB,Space Grey,PARTS & REPAIR,No Power,,
4853213,MBP13198GBI514256GBSPACCD0003,Apple,"MacBook Pro (13-inch, 2019)","A2159 (8GB RAM, 1.4GHz i5)",Wi-Fi,256GB,Space Grey,CD Grade,"No Display - Top Case with Logic Board, Missing Keys",,
4853214,MBP13198GBI514256GBSPACCD0002,Apple,"MacBook Pro (13-inch, 2019)","A2159 (8GB RAM, 1.4GHz i5)",Wi-Fi,256GB,Space Grey,CD Grade,Touchbar Defective,,
4853218,MBP13198GBI514256GBSPACCD,Apple,"MacBook Pro (13-inch, 2019)","A2159 (8GB RAM, 1.4GHz i5)",Wi-Fi,256GB,Space Grey,CD Grade,"Touchbar Defective, LCD Blemish Heavy",,
4853221,MBP13198GBI514128GBSPACCD,Apple,"MacBook Pro (13-inch, 2019)","A2159 (8GB RAM, 1.4GHz i5)",Wi-Fi,128GB,Space Grey,CD Grade,"Touchbar Defective, LCD Blemish Heavy",,
4853250,MBP13168GBI5256GBSPACB,Apple,"MacBook Pro (13-inch, Late 2016)","A1708 (8GB RAM, 2GHz i5)",Wi-Fi,256GB,Space Grey,B Grade,"",,
4853361,SRFCPRO412164GBI5128GBSILVCD,Microsoft,"Surface Pro 4 (12-inch, 2016)","(4GB RAM, i5 6300U)",Wi-Fi,128GB,Silver,CD Grade,Irresponsive Touch on Screen In Center,,
4853388,SRFCPRO412164GBI5256GBSILVCD,Microsoft,"Surface Pro 4 (12-inch, 2016)","(4GB RAM, i5 6300U)",Wi-Fi,256GB,Silver,CD Grade,"",,
4853519,MB158GB13256GBROSGB,Apple,"MacBook (12-inch, 2015)","A1534 (8GB RAM, 1.3GHz Core M)",Wi-Fi,256GB,Rose Gold,B Grade,"",,
4853528,IPHX64GBSPACCD0002,Apple,iPhone X,A1901,Unlocked,64GB,Space Grey,CD Grade,"",,
4853553,IPHX64GBSPACCD,Apple,iPhone X,A1901,Unlocked,64GB,Space Grey,CD Grade,Service Battery Warning,,
4853714,MBP13158GBI529512GBSILVC,Apple,"MacBook Pro (13-inch, Early 2015)","A1502 (8GB RAM, 2.9GHz i5)",Wi-Fi,512GB,Silver,C Grade,"",,
4854043,SAMS24FE128GBGRAPA,Samsung,Galaxy S24 FE,SM-S721WZKA,Wi-Fi,128GB,Graphite,A Grade,"",,
4854044,SAMS24FE128GBGRAPO,Samsung,Galaxy S24 FE,SM-S721WZKA,Wi-Fi,128GB,Graphite,OPEN BOX,"",,
4856340,PENCPROWHITB,Apple,Pencil Pro,A2538,N/A,N/A,White,B Grade,"",,
4856341,PENCPROWHITA,Apple,Pencil Pro,A2538,N/A,N/A,White,A Grade,"",,
4856365,IPADAIR13INC128GBSPACA,Apple,"iPad Air 13-inch (6th Gen, M2)",A2898,Wi-Fi,128GB,Space Grey,A Grade,"",,
4856858,JBLSOUNSENS178579UNKNCD,TL,JBL SOUNDGEAR SENSE OPEN EAR BT HP BLK,JBLSNDGEARSNSBLKAM,50036397292,17857918,Unknown,CD Grade,"",,
4857450,LOGIGPRO151471UNKNCD,LOGITECH,LOGITECH G PRO X SUPERLIGHT WL WHITE,910-005940,097855159625,15147118,Unknown,CD Grade,"",,
